sample0,sample1,sample2,sample3,sample4
O=C(CN1CC2CCC(C1)N(Cc1ccc(C(F)(F)F)cc1)C2=O)NO,COCC(=O)Nc1ccc2oc3c(c2c1)CCCC3,O=S(=O)(c1ccc2ccccc2c1)N1CCN(c2ccccn2)CC1,CC1(C)N=C(N)N=C(N)N1c1ccc(S(=O)(=O)F)cc1,CCOc1ccc(S(=O)(=O)NC2CCCCC2)cc1NCc1ccc(CC)cc1
NC(=O)c1ccc2[nH]c3ncnc(-c4ccc(F)cc4)c3c2c1,CC(CN1CCc2c(c3ccccc3n2NC(=O)c2ccccc2)C1)C(=O)OCC1CNCCO1,N=C(NCc1ccccc1)NCc1ccccc1Cl,OCCC1CN(CC(O)=Nc2ccsc2)CCN1c1ccc(Cl)cc1C(O)c1ccccc1,CC(=O)NC(Cc1ccccc1)C(=O)NC1CCCc2c(O)cccc21
CCN(c1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc(Nc2nc(-c3ccco3)nc3ccccc23)cc1,COC(=O)C(CO)N(C)c1cnc(N)nc1OC,c1ccc2cc3cc4ccccc4cc3cc2c1,Cc1cc(NC(S)=NCC(C)(C)C(=O)O)ccc1Br,COc1cc(OC)c(Cl)c(-c2cc(C)c3nc(Oc4cncc5sc(-c6ccc(F)c(C)n6)cc45)nnc3c2)c1Cl
CC(C)CN(c1ccccc1)c1cc(N2C(=O)OCC2c2ccccc2)cc(-c2ccc(C3(N)CCC3)cc2)n1,O=C(Oc1ccccc1)C1CCCN(C2CN3CCC2CC3)C1=O,Nc1nonc1-n1nnc(CCO)c1NC(=O)Nc1ccccc1,Cc1ccccc1C=CCNc1ccnc2cc(Cl)ccc12,O=c1c2c([nH]n1-c1ccccc1)C=C([N+](=O)[O-])CC2c1ccccc1
COc1ccc(C2([N+](=O)[O-])N=N2)cc1,NC(N)=NCCCC(Cc1cccc(C(=O)NCc2ccccc2-c2cccc(Cl)c2Cl)c1)N1CCC2(C=Cc3ccccc32)CC1,COc1ccc(C2N(c3ccc(C(F)(F)F)cc3)C(=O)C23CCC(n2cnc(C)c2)CC3)cc1,CCOc1cc(Nc2nc(C)nc3c2nc(C)n3C)c(Cl)cc1Cl,Cc1cccc(C(=O)Nc2ccc(OC(C)(C)C)cc2)c1Cl
Cn1c(=O)n2n(c1=O)C1C(CC2)C(=NOC(CCCO)n2cnc3c(N)ncnc32)C2OC2C1O,O=C1c2ccccc2OC(Cc2ccc(OC3OCC(O)C(O)C3O)cc2)C1Cl,Cc1cc(C)n(C2CCCN(C(=O)c3cc(F)c(F)c(F)c3)C2)n1,COC1=NN=C(c2ccc(OC)cc2)c2ccccc2N1,CN(C)S(=O)(=O)Oc1ccc(N2CCC34C5=Cc6cc(Cc7ccccc7F)cnc6C3Oc3c(O)ccc(c34)CC52)cc1
CC1(O)CCCCC1NCCCCC(OC(=O)c1c(Cl)cccc1Cl)C(=O)NCCCC1(NC(=O)C=CC(=O)NC(CCCNC(=N)N)C(=O)O)CCCC1,N#Cc1cccc(-c2nn3c(C45CC6CC(CC(C6)C4)C5)nnc3s2)c1,CC1(Cc2ccc(OCCc3cccc4[nH]ncc34)cc2)CCN(c2ccccc2)C1,CC(=O)OC1CCC(C)(O)C23OC(C)(C)C(CC(OC(=O)c4cccc(I)c4)C12C)C3NS(=O)(=O)c1cccs1,CCN1CCC(NC(=O)COc2cc3c(cc2Cl)CCN2C(=O)CCC32)CC1
COP(=O)(OC)Oc1ccc(C=CC(=O)c2cc(O)ccc2C)cc1,O=C(CC1OCCc2ccsc21)NCCCn1ccnc1,Cc1cc(C)nc(-n2cnc(-c3ccc(Cl)cc3)c2-c2ccncc2)n1,COc1ncnc2c1ncn2CCCCc1nc2ccccc2c(=O)[nH]1,CC(=O)NC(CNc1ccccc1C)C(O)Cc1c(C)nc2c(c1C)c(=O)n(C)c(=O)n2C
OCCN(CCc1c[nH]c(C2CC2)n1)Cc1c(F)cccc1Cl,CN(Cc1cccc(OC(=O)c2cc(=O)c3ccccc3o2)c1)c1coc2ccccc2c1=O,CCC(C)n1c(C)c(C(=O)COC(=O)CNC(=O)c2ccc(F)cc2)c2ccccc21,CCCCCCCCCCC(=O)NC(CCc1ccccc1)C(=O)NCC(=O)N1CC(Oc2ccccc2)CC1CO,COc1ccc(C(=O)Nc2cc(C(=O)Cc3cc(F)cc(F)c3)co2)cc1
Cc1cc2c(C(=O)NC3CCCC(NC(=O)c4cccc(-n5cnc6cc(-c7ccc(Cl)cc7F)ccc65)n4)C3)cccc2n1C,OC1COCC(O)C1O,N=c1oc2c(Cl)cc(Cl)cc2cc1C(=O)N1CCOCC1,CCCN(Cc1ccccc1)C(=O)COc1ccc(N2CCSC2=S)cc1,CCN(CC1CC1)c1nccn(CC(F)CN2CCN(C)C2=O)c1=O
O=C(O)c1ccccc1SCc1cccc(Cl)c1,CC(C)CN1OC2CC1c1nc3ccccc3n1C2,CCCCC(=O)N(CCC)C1COc2cccc(O)c2C1,CN1C(=O)c2c(c3c4ccccc4n(C(=O)C4CC4(C)C)c3c3[nH]c4ccccc4c23)C1=O,NC(=O)c1ccc2c(c1)CCOC2CCOc1ccc(-c2nc3cc(F)ccc3[nH]2)cc1
C=CCOc1ccc(CC(NC(=O)C2CCCN2CC(C(=O)C=Cc2ccccc2)=C(O)C=CNC(C)=O)C(=O)OC(C)=O)cc1,CCOc1cc(CN2CCN(c3ccc(Cl)cc3)CC2)cc2occc12,Fc1ccc(F)c(C2=NCCN2)c1,CC(=O)N(C)C=Cc1snnc1C,CC(C)CNC(=O)N(CCN1CCN(S(=O)(=O)NC2CNC(C(=O)O)C2)CC1)CC(C)C
O=C(O)C1=C(c2nnc(-c3cccs3)[nH]2)CCCCC1,CCN(CC(=O)Nc1ccc(C)cc1F)Cc1cc(OCC2CC2)ccc1N1CCOCC1,CC(C)C(NC(=O)C=Cc1ccc(OCc2ccc(OCCN(CCCl)CCCl)cc2)cc1)C(=O)O,CN1CC=C(CC(COc2ccc3ncccc3c2)Cc2nccs2)CC1,COC(=O)Oc1ccc(N)c(C2c3c(O)cccc3-n3c(=O)c4ccccc4c(=O)n32)c1
CCCCc1ccc(C(=O)Nc2nccc(N(CC)CC)n2)s1,COc1ccc(C2SC(CC(=O)NCc3ccc4c(c3)OCO4)C(=O)N2c2ccc(N3C(=O)COCC3=O)c(-n3c(=O)c4c(C)onc4c4c(Cl)cccc43)c2)cc1,COC(=O)c1ccccc1NC(=O)c1cn([N+](=O)[O-])c2ccc(NC(=O)C3CCC(CN(C)C)CC3)cc2c1=O,O=C1c2c(NS(=O)(=O)CCNCCN3CCOCC3)cccc2-c2nn(Cc3ccccc3)c3cccc1c23,COCCNC(=O)C1COCCN1Cc1ccoc1
Cn1cc(Cl)c(C(=O)NCc2ccc3c(c2)CCN3C(=O)c2ccc(Cl)cc2)n1,COc1ccc(C(=O)N(C)Cc2cc(C=CC#N)c(O)c(CC(C)O)c2)cc1,O=C(O)CC1(c2ccc(F)cc2)CC2(CCCCC2)C1,Cc1ccc(N2C(=O)c3ccc([N+](=O)[O-])c4c([N+](=O)[O-])ccc(c34)C2=O)cc1,CCOc1ccccc1CNC(=O)c1ccc(OC(F)(F)F)c(Cl)c1
COc1cccc(CNC(=O)c2sc(=O)n(Cc3ccc(-n4ccnc4)cc3)c2C)c1,CCCCc1c(C(=O)c2c(Cl)cncc2Cl)ncn2nc(COC(C)OC(=O)C3CCC3)nc12,Cc1ccc(C)c(Nc2nc(C)cc(NC3CCOC3)n2)c1,O=C(O)c1ccccc1Nc1ccccc1,COc1ccc(C2COc3c(ccc(OC)c3OC)C2=O)c(NC=NO)c1
Cc1ccc(C(=O)NCCc2nncn2C)cc1[N+](=O)[O-],CCN(CC)S(=O)(=O)c1ccc(Cl)c(-c2cc(NC(C)(C)C)nc(-c3ccccn3)n2)c1,CN(C)Cc1ccc(C=C2SC(=O)NC2=O)c(F)c1,CC(C)NC(=O)C1=C(c2cccc(F)c2)N(C)C2=C(C(=O)CCC2)C1c1c(NCc2ccccc2)cc[nH]c1=O,Cc1cc2oc(=O)cc(C(=O)NCCc3ccc(Cl)cc3Cl)c2cc1O
c1cncc(-c2cc3nc(N4CCOCC4)cc(NC4COC4)n3n2)c1,N=C(N)c1cccc(COc2ccc(C3=C(c4cccc([N+](=O)[O-])c4)CCCc4ccccc43)cc2)c1,COC(=O)c1ccc(NC(=O)N(c2ccccc2)S(=O)(=O)c2ccccc2)cc1,Cc1ccc(OC(C)C(=O)N2CCN(Cc3ccccc3)CC2)cc1C,Cc1ccccc1C#CCN1CC(CC(=O)O)OC1=O
O=C1C(=NO)S(=O)(=O)c2ccccc21,C=CCN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3(CCCOC)C1C5,Cc1cccc(Cn2c(SCC(=O)N3c4ccccc4CC3C)nc3ccccc32)c1,O=C(NCc1ccco1)NCc1cc(=O)oc2cc(Cl)ccc12,CCCNCc1ccc(-c2cc(NC(=O)C(C)C)nc3c2c(-c2ccccc2)nn3-c2ccccc2)cc1
COc1cccc(OC)c1N1C(=O)C2Cc3ccc(O)cc3CN2C1=O,COc1ccccc1-c1cc(CN2CCCN(C)CC2)ccc1O,CC(C)n1ncc2c1C=C1CCN(Cc3ccc(C(=O)O)cc3)CC1(C)C2,Cc1cnccc1NCCNC(=O)NC1(N(C)C)CCCCC1,OC(CCC1C(Oc2ccccc2)C2CCN1CC2)(c1ccncc1)c1cccc(Cl)c1
CCN1CCC(Cc2cc(Nc3cccc(C)c3)nc(N)n2)C1,NCCCOc1cc(-c2ccc(C=NN=C(N)N)cc2)nc2cc(F)ccc12,CC(C)(O)Cc1cc(C=Cc2cnc(-c3cccc(C#Cc4nccc(Cl)c4NC(C)(C)C)c3)cn2)ccn1,Clc1ccc(CNc2cc(N3CCNCC3)ccn2)cc1,NC(N)=NN=C[S+]([O-])Cc1cc(Cl)nc(Cl)c1
CC1CCN(Cc2cccc(Cl)c2)CC1,CSc1ccccc1C=C(CCO)C(=O)NN=Cc1ccc(CCC(C)(N)CO)cc1,CC(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)N1CC=CC1C(=O)O,O=C(CCCCN1CC2CC(C1)c1cccc(=O)n1C2)Nc1ccccc1,COC(=O)Cn1c(COC(=O)C(C)(C)C)nc2ccc(-c3ccccc3Cl)cc2c1=O
c1ccc2c(c1)Oc1cccc3cccc-2c13,O=C(NCc1cccc(F)c1)c1ccc(-c2ccnc3[nH]c(N4CCOCC4)cc23)cc1,CCOC(=O)N1CCN(c2cc3c(cc2C(=O)NC(CO)C(=O)O)n(C)c(=O)n3C)CC1,CC(C)CCCC(C)C1CCC2C3C(=O)C=C4CC(O)CCC4(C)C3CCC12C,CCN(CC)c1ccccc1C1(C)CCN(C(C)=NNC(=O)c2nc3cc(Cl)c(Cl)cc3[nH]2)CC1
CC1=CCCC(C)(C)C1c1nc(C(C#N)=Cc2ccccc2-c2ccco2)cs1,Ic1ccc2[nH]cc(CC#Cc3ccccc3)c2c1,Oc1ccccc1N1C(c2ccccc2)C12C(c1ccc(F)cc1)=Nc1ccccc12,CC(C)N(Cc1ccccc1Cl)C(=O)Cc1cc(O)no1,O=C(CN1CCCCC1)c1ccccc1
CC1OC(O)C(O)C(O)C1S,CSC(=S)CCc1c(CCC(C)C)c2cccc3c2n1-c1ccccc1CC3,CC(C)Cc1noc(CC2(C)OCC(CO)O2)n1,COC(=O)C1CCC(C)C(C(=O)c2cc3ccccc3oc2=O)N1c1ccc(OCC=C(C)C)cc1,CCCCCOC(=O)C1=C(C)NC(=O)N(CCC(=O)O)C1
N=C(N)c1ccc(NC(=O)OCCN2CCN(C(c3ccccc3)c3ccc(F)cc3)CC2)cc1,CCNS(=O)(=O)c1ccc2[nH]c3c(c2c1)CCCC3,N#Cc1ccccc1Nc1ccc(O)cc1,COCCCNC(=O)c1c[nH]c2cc(-c3ccccc3F)ccc12,Cc1nn2c(=O)cc(COC3OC(CN4C(=O)C(F)(F)c5ccc(Cl)cc54)C(O)C(O)C3O)nc2s1
O=C(O)c1n[nH]c2c1CC1C(CN3CCc4c(cccc4[N+](=O)[O-])C3)C21,CCCOc1ccc(C(=O)OCC(=O)Nc2c(C)ccc(C)c2C)cc1,Cc1cc(OC(=O)c2c(-c3ccccc3)noc2C)c(C2=CCN(C)CC2)c(-n2cnnn2)c1,C[n+]1c2ccccc2cc2c(NS(=O)(=O)NCCSC(=N)N)cccc21,Cc1nc2sc3c(=O)n(NO)c(C(=O)N4CCC4)nc3c2c2c1COC(C)(C)C2
CNC(=O)Cc1c(C)nc2ncnn2c1C,CCCC(=O)Nc1c2c(nn1-c1ccc(Cl)cc1)CSC2,O=C(CBr)NCCS(=O)(=O)Cc1ccc(F)cc1,O=C(Nc1ccc2[nH]ncc2c1)c1cccc(S(=O)(=O)NCCN2CCOCC2)c1,O=C(Nc1ccc(-n2ncc3cccnc32)cc1)c1cc(Nc2ccc(C(F)(F)F)c(Cl)c2)ncn1
Cc1ccc(NC(=O)c2nccnc2OCc2sc(-c3ccc(C(=O)N(C)C)cc3)nc2C)cc1,O=C(O)COc1cccc(N(CCNc2ncnc3ccsc23)C(=O)c2ccncc2)c1,N=C(Nc1ccc(C(F)(F)F)cc1)c1cccc(C(O)(C(F)(F)F)C(F)(F)F)c1,CC1=C(C=NN(C)C(=O)C#N)OC2(C1=O)C(=O)N(C)C(C(=NNc1ccccc1)c1ccccc1)(c1cccs1)C2O,COc1ccnc(N2CCc3ncnc(Nc4ccc(OCc5nn[nH]n5)cc4)c3C2)n1
CCCc1cncc(-c2cn(C)nc2NC(=O)c2cc3cc(OCC(=O)N4CCN(C(=O)OC(C)(C)C)CC4)ccc3[nH]2)c1,CNC(=O)NC(Cc1ccc(O)cc1)C(O)CN1C(=O)C(O)(C(C)C)C(c2ccc(Cl)c(F)c2)C1(O)NS(C)(=O)=O,CCCOc1nc(N)c2[nH]c(=O)n(CC3CN(c4ccc(NC(=O)Cc5c(OC)ccc6c5OC(C)(C)CC6=O)c(F)c4)C(=O)O3)c2n1,Cc1ccc(OCCNc2ncc(F)c(C)n2)c([N+](=O)[O-])c1,C#CCN(CCc1ccc(N(O)C(C)=O)cc1)C(=O)c1oc(Br)cc1C
Nc1ccn(C2OC(CN3CCCCC3)C(O)C2O)c(=O)n1,COc1cc(Cn2ccn(C)c2=S)ccc1OC(=O)c1cccc(C)c1,CC1CCC(Oc2c(-c3ccc(C(F)(F)F)cc3)cn[nH]c2=O)CC1,Cn1c(-c2ccc(CSCC(=O)Nc3ccc(C(N)=O)cc3)cc2)nc(C(N)=O)c1-c1ccncc1,O=C(Nc1ccc(-c2ccc3ccnc(OCCO)c3c2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1
CCCC(OC)c1cc2c(cc1Nc1ccccc1)C(C)(C)c1c(c3ccc(-c4cccnc4)cc3n1C)C2=O,CCCCCc1cscc1C(=O)Nc1cccc(I)n1,CCOc1ccc(C(=O)C(CCC(Cc2ccc(Cl)cc2)C(=O)c2ccc(OC)cc2)CN2CCOCC2)cc1,COc1ccccc1NC(=O)CSc1nc2ccccc2[nH]1,Cc1ccc(C)n2nc(C(C(=O)O)c3ccc4c(ccn4CN(C)C)c3)nc12
O=C(C=Cc1ccc(OCC2=NNC(=O)C3CC23)cc1O)Nc1cccc(F)c1,Cc1cc(=O)oc2cc(OCC(=O)N(C)C)ccc12,COc1ncccc1Cn1c(C2CCCC2)nc2ccc(Cl)cc2c1=O,CCOc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(Cc2cccc4ccccc24)C3=O)cc1,Cc1ccc(NC(=O)Cc2nc(C(=O)c3ccccc3)cs2)cc1
CCCNCCO,CN1CCN(c2cncc(-c3ccc(-c4cc(N(C)C)ncn4)cc3)c2)CC1,CN1CCC(NCc2cccnc2-c2cnn(Nc3ncnc4onc(-c5ccc(Cl)cc5)c34)c2)CC1,Nc1nc(Cl)nc2c1ncn2C(F)(F)c1ccc[se]1,CC(=O)OC1CCC2(C)C(CC(OC(C)=O)C3(C)Oc4cc(N(C)C)oc(=O)c4C(O)C23)C1(C)OC(=O)NCc1cccc([N+](=O)[O-])c1
Cc1cc(N2CCN3CC(Cc4nc(-c5ccc(F)cn5)no4)CCC3C2)c2cnccc2n1,CCc1cc(Cl)c(NC(=O)CCNc2cccc(C)n2)cc1Cl,CNC(=O)C(C)(C)c1ccc(Cl)c(Oc2cc(O)c3c(=O)cc(-c4cccc(C(F)(F)F)c4)oc3c2)c1,CC(NC(=O)c1ccc2c(c1)-c1ccccc1C2)C(=O)O,COC(=O)c1c2nc3c(C(=O)OC)cccc3oc-2cc(=O)c1N
O=C(CCSc1ccccn1)Nc1cccc([N+](=O)[O-])c1,Cc1cc(C(F)(F)F)[nH]c1C(=O)NCC1C2C=CC(CC2)C1C(=O)c1ccccc1,CC(C)(C)CC(C)(C)N=C1C=C(O)OC12CCCCC2,COc1ccc(-c2noc(CCNCc3ncccc3C)n2)cc1,CCOc1ccc2nc(NC(=O)NN=Cc3ccccc3)sc2c1
CNC(=O)C(C(=O)NO)c1ccccc1C(=O)Nc1ccc(-c2cn3ccc(Cl)cc3n2)cc1,Cc1ccnc(-n2c3nc(=O)[nH]c(=O)c-3cc3cccc(C(C)C)c32)c1,CC1CCC(OCCCN2CCOCC2)C(C2=NS(=O)(=O)c3cc(NCCO)ccc3N2)C1,COc1ccc(C(=O)Oc2ccc(-c3noc(NC(=N)N)n3)cc2)cc1,CC(C)c1c(C2CCc3ccc(F)cc32)nc(O)n1-c1ccc(Cl)cc1
CC(C)CC(NC(=O)OCc1nc2ccccc2[nH]1)C(=O)Cc1c[nH]c2ccc(-c3ccccc3)cc12,O=C1C(=Cc2nc3c(s2)CCc2ccccc2-3)C(=O)c2c1cccc2C1=CCCC1,CS(=O)(=O)NCc1ccc(NC(=O)Nc2cnn(C3CCOCC3)c2)cc1F,O=C(Cn1c(CN2CCCC2=O)nc2ccccc21)NC1CCOc2ccc(F)cc21,CC(=O)CC1(C)CCc2cc(O)cc(O)c2O1
CCOc1cc2nc(C(F)(F)F)nc(NC3CCC(N)C3)c2cc1OC,NC1=Cc2nccc3cn(CC4COc5ccccc5O4)c(c23)C1=O,O=C(C1CCCCC1)N1CCc2nnc(-c3c(F)cccc3F)n2CC1,CCCCCC(O)CCCC1(Cc2ccccc2)C=C(c2cccc(C)c2)C(=O)O1,Clc1nc(Nc2ccc(N3CCOCC3)cc2)nc(N2CCCCC2)n1
COCOC(=O)C(NC(=O)OCC1CCN(CC(C)CN)CC1)C(C)C,COc1ccc(C(=O)N2CCOC2CNc2cn(-c3ccc(OC(F)(F)F)cc3)c(C(C)C)n2)cc1,Cc1cc(NCc2cc(=O)c(O)cn2C)c(O)cc1C(=O)CCCCCCCCc1ccccc1,Nc1cc2c(c3ccccc13)NC1=C(C(=O)OC1)C2c1cccnn1,O=C(CCSC(=S)N1CCCC1)N1CCCC1CO
Cc1ccc(-c2ccc3c4c2OC2c5c(c6cc(F)cc7c6n5CCC7)CC5(O)C(C3)N(c3ccccn3)CCC425)cc1,C=CCNC(=O)C(=O)OCC(=O)Nc1ccccc1F,CCCCCN(CCCCC)Cc1ccc2c(-c3ccccc3)cc(N3CCN(C)CC3)nc2c1,O=C(O)CCCCCCN1C(=O)CCC1C(=O)OCc1ccc([N+](=O)[O-])cc1,CCCCCOc1cccc(OCC(O)C=Cc2cc(F)c(F)c(F)c2)c1
CCc1ccc(NC(=O)CSc2nnc(CC)n3c2cc2occc23)cc1,CC(C)C1C(O)C(O)C2=C3OC(=O)C4=C3C(C)(CCC4O)CCC21C,CCCOC(=O)CCCC=C(c1ccc(C#N)cc1)C1CCCC1,Cc1ccc(C)c(-c2noc(N(C)CCc3ccc(Cl)cc3)n2)c1,CCSCC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1
O=C(O)COc1ccc2c(c1)CCC(NC(=O)NCCCn1c3ccccc3c3ccccc31)C2,CS(=O)(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2)cc1,CC(C)C(C(=O)NC(=O)CSCC#N)n1c(=N)n(CC(=O)O)c2ccccc21,O=C(NCc1ccccc1)c1ccc2oc(=O)c(C(=O)NCCCN3CCCC3)cc2c1,Cc1cc(C)c2c(c1)c(C)cc1nnc(SCC(=O)Nc3ccccc3Cl)n12
Cn1ccnc1CN1CCCC(N2CC(NC(=O)c3cc4cccnc4n(-c4ccc(F)cc4)c3=O)C2)C1,CC=CCC=C(C)C(CCC(C)=CC=C(C)C(=O)OC1OC(n2cnc3c(N)ncnc32)C(OCC)C(O)C1O)OCC,Cc1ccc(S(=O)(=O)NC(Cc2ccc(-c3ccccc3)cc2)C(F)(F)F)cc1,CC(C)(O)Cc1cn(-c2nc3c([nH]2)CCCNC3=O)nn1,O=C(NC1CCCC1)C1CCN(C(=O)Cc2ccc(-c3ccccc3)cc2)CC1
CCCC(=O)CCC=CC=CC#CC#CC=CC(=O)O,C=CCOc1ccc(C(=O)NCCCN(C)C)cc1,CC(C)N(Cc1nnc2n1N=C(c1ccccc1)CS2)S(=O)(=O)c1ccc(F)cc1,Cc1[nH]n(S(=O)(=O)c2ccccc2)c(=O)c1C(=O)N1CCCC1,Cc1cc(O)c(O)cc1C(=O)O
COc1cccc(C2=CCC3C4CCC5=CC(=O)N(C)CCC5(C)C4CCC23C)c1,CS(=O)(=O)c1ccc(NC(=S)OCC2CCN(C3CCCc4ccccc43)CC2)cc1,CC1(CO)CCC2(OCC=C3c4ccccc4CCc4ccccc43)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,CCN(Cc1ccccc1C)C(=O)NCCCNC(=O)NC(CCCCCC(=O)NS(=O)(=O)CC)C(=O)NC(CCCCN)C(=O)O,CCC(=O)Nc1nnc(SCC(=O)NC(C(=O)C(F)(F)F)C(C)C)s1
COc1ccc(-n2nc(C(=O)NCC(=O)Nc3ccc(Cl)cc3)c3c4ccccc4n(C)c3c2=O)cc1OC,Cc1ccc(CN(C)Cc2cccnc2)s1,NC(CCCCC(=O)O)C(=O)N1CCCC1C(=O)O,OCC1C(OC2OC(O)C(O)C(O)C2O)OC(COCC=C2CC3CCC(C2)N3c2ccc(Sc3ccccc3)cc2)C(O)C1O,O=C(O)C(CCSc1ccccc1)C(=O)O
O=C(O)CCCc1cn(Cc2ccc(O)cc2)nn1,Cc1ccc(S(=O)(=O)NN=C2CCCCC23CCC(=O)NC3)cc1,CCCCN1CC(N=CN2C(=O)N(S(=O)(=O)CCC)C(=O)C2(CC)CC)CC1=O,CC1(O)CC2C(CC1CNC1C(c3ccc(Br)cc3)OCC(N)C1O)C2(C)C,Fc1ccc(N2CCN(c3ncnc4cc(Cl)ccc34)CC2)cc1
COCCN(C)C(=O)c1cccc(C(=O)Nc2ccncc2C)c1,COc1ccc(S(=O)(=O)NC(=O)c2cccc3ccnn23)cc1,CC1(CC(Cc2cnc[nH]2)NC(=O)c2cn([N+](=O)[O-])c3ccccc23)CCCc2ccccc21,CC(C)Oc1ccc(C(=O)N2CCCCC2n2sc3c(c2=O)CCCC3)cc1,Oc1ccc2c(c1)CC(NCCCCCCOc1ccc(-c3ccccc3)cc1)CC2
Cc1cc(NC(=S)NC(=O)NS(=O)(=O)c2ccccc2)no1,CC(C)N(C)c1ccc(C(CC(=O)O)n2cncn2)cn1,Cc1cc(C)c(CN2CCc3ncnc(OCc4ccccc4)c3CC2)c(C)c1,CC[n+]1c(C)cc(Oc2ccc(OC)c(OC)c2)nc1N,O=CCNC(=O)C1CCCS1
COc1ccc(C(=O)Nc2ccc(C#N)cc2)cc1,COc1cc(C(C)C)c(OCc2cnc(-n3ccnc3)nc2)cc1I,O=C1C(=CNc2cccs2)c2ccccc2C(=O)N1c1ccc(F)cc1F,CCC(=O)C(=O)C(CC)NCCCn1cccc(CNC(=O)OC(C)C)c1=O,COc1cc(Cl)ccc1OC(=O)c1cc(C(=O)NC(C(F)(F)F)C(F)(F)F)on1
CCS(=O)(=O)N1CCc2onc(C(=O)OC)c2C1,O=C1Cc2ccccc2Cc2cc(NC3CC(=O)N(c4ccc(Cl)cc4)C3)ccc21,CC(=O)c1cccc2c1C(=NNc1ccc(N3CCOCC3)cc1)CC2,Oc1c(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc(Br)c2cccnc12,CCOc1nc2cnccc2n(CC(=O)Nc2cccc(O)c2)c1=O
CC(C)NC(=O)COC(=O)N1CC(CC=Cc2ccccc2)c2ccc(O)cc21,CCNC(=O)C12CCCC1(O)N(NC)C(C)=C2C(=O)C1CCC1,Nc1cc(Cl)ccc1OC1CCNCC1,COc1ccc(C(=O)Nc2c(C)cccc2OC)cc1,CCCC12CCN(C)C1N(C)c1ccc(OC(=O)NCc3ccccc3OC)cc12
CCCc1nn(C(C)NC(=O)c2ccc(O)c(O)c2)c(=O)o1,Cc1cc2c(c(SCC(=O)Nc3ccc(N(C)C)cc3)n1)C(=O)OC2,Cc1ccc(OC(=O)NC2(C)CCS(=O)(=O)C2)cc1,O=C(c1cc(CCN2CCc3nc4sccc4c(=O)n3CC2)on1)N1CCOCC1,CCN(CC)NC1=CC(=O)c2ccccc2C1=O
Nc1nccc(NCCc2ccc(C3CCCN3)cc2)n1,CC1(CCCC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCC1Cc1ccccc1,Cc1ccccc1-c1ccc(C=C(C#N)C(=O)Nc2cccc(Oc3ccccc3)c2)o1,COc1cc2ncnc(Nc3cccc(Br)c3Cl)c2cc1OCC(C)=O,CCCCNC(=O)c1cccn2c(NCc3ccnc(O)c3)c(-c3ncccc3O)nc12
Cc1ccccc1Cn1ncn(-n2c(C)ccc2C)c1=O,CC(C)C(C)NS(=O)(=O)c1ccc(NC(=O)c2cccc(F)c2)cc1,CCn1c2nc(OCCCn3cccn3)nnc2c2cc(C)cc(C)c21,COc1ccc(C2CC(=O)N3CN(C(=O)C(O)c4ccccc4)CSC3=C2c2ccccc2)cc1O,CCCCN(C(=O)C=C[S+]([O-])c1ccccc1OC)c1ccccc1
Nc1nccc2cc(NC(=O)CCCC(=O)c3c(O)c(Cl)c(Cl)c(O)c3Cl)ccc12,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCCC1)N2,CC(OCc1nnc(Nc2ccc3[nH]ncc3c2)o1)C(F)(F)F,O=C(OCc1cc(-c2ccc(NC(=O)N3CCCC(O)C3)cc2)c(F)c(C(F)(F)F)c1)c1cccs1,CCC(O)(C(=O)COC)c1ccc(Cl)cc1
C=CCNC(=O)c1ccc(Oc2cccc(F)c2)c(Cl)c1,Cc1ccccc1-c1nc2cc(S(=O)(=O)NCc3cccs3)ccc2[nH]1,NCCOCc1sc(-c2ccccc2)nc1O,[N-]=[N+]=NCCCn1c(C=Cc2cc[n+](C=O)cc2)c(CC(=O)O)c(=O)[nH]c1=O,CC(=O)N1CCN(CCOc2cccc(NC(COc3ccc(F)cc3)=C3C(=O)Nc4cc(S(C)(=O)=O)ccc43)c2)CC1
COc1ccc([N+](=O)[O-])cc1NC(=O)NC(C)C,CN(Cc1nc(O)c2ccccc2n1)C(=O)CNc1ncc(S(N)(=O)=O)s1,COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2C(=O)O)N1,CCNC(=O)c1cc2cccc(O)c2o1,CC(C)(C)OC(=O)Nc1ccc2c(c1)C1CC(CI)OC(Cc3ccccc3)C1O2
